# CDS alignment filter
# PYTHON VERSION: 3.7.12
# Script call:    06_aln_filter.py -i /n/holylfs05/LABS/informatics/Users/gthomas/spiders/aln/18spec/01-Guidance/ -o /n/holylfs05/LABS/informatics/Users/gthomas/spiders/aln/18spec/02-Filter/ --overwrite
# Runtime:        07/11/2023 13:57:13
# ----------------
# IO OPTIONS
# Input CDS directory:    /n/holylfs05/LABS/informatics/Users/gthomas/spiders/aln/18spec/01-Guidance
# Sequence gappiness threshold:20
# Codon site gappiness threshold:50
# Min sequences required after filters:4
# Output directory:       /n/holylfs05/LABS/informatics/Users/gthomas/spiders/aln/18spec/02-Filter-spec4-seq20-site50
# --overwrite set:        Overwriting previous files in output directory.
# Log file:               /n/holylfs05/LABS/informatics/Users/gthomas/spiders/aln/18spec/02-Filter-spec4-seq20-site50/aln-stats-spec4-seq20-site50.log
# ----------------
# 07.11.2023 | 13:57:13 Beginning filter.
align	pre guidance codon length	guidance codons rm	pre num seqs	pre num species	pre codon aln length	pre avg nongap length	pre uniq seqs	pre ident seqs	pre gappy seqs	pre invariant sites	pre informative codon sites	pre informative nt sites	pre stop codons	pre percent sites with gap	pre gappy sites	sites filtered	post num seqs	post num species	post codon aln length	post avg nongap length	post uniq seqs	post ident seqs	post gappy seqs	post invariant sites	post informative codon sites	post informative nt sites	post stop codons	post percent sites with gap	post gappy sites
ORTHOMCL17655	637.6666666666666	160.66666666666666	4	4	477	415.5	4	0	1	37	4	27	0	54	54	30	4	4	447	403.25	4	0	0	37	4	27	0	30	30
ORTHOMCL13570	359.66666666666663	163.66666666666666	5	4	196	154.4	3	1	2	2	42	111	0	40	40	41	4	3	155	142.4	3	1	1	1	41	107	0	4	4
ORTHOMCL18939	495.66666666666663	217.66666666666666	4	4	278	123.5	4	0	3	7	2	4	0	220	220	150	2	2	128	85.25	4	0	2	7	2	4	0	71	71
ORTHOMCL13299	3023.6666666666665	303.6666666666667	5	4	2720	576.6	5	0	4	0	14	25	0	2678	2678	2681	4	4	39	35.6	5	0	1	0	11	21	0	1	1
ORTHOMCL18805	392.66666666666663	173.66666666666666	4	4	219	167.25	4	0	2	1	7	42	0	51	51	41	3	3	178	153.0	4	0	1	1	6	41	0	16	16
ORTHOMCL10112	1017.6666666666666	598.6666666666666	7	7	419	80.71428571428571	7	0	7	0	0	2	0	419	419	409	4	4	10	5.571428571428571	5	1	3	0	0	0	0	10	10
ORTHOMCL6022	1188.6666666666665	836.6666666666666	14	12	352	25.857142857142858	8	2	14	0	0	0	0	352	352	351	1	1	1	0.07142857142857142	1	1	13	0	0	0	0	1	1
ORTHOMCL2321	805.6666666666666	222.66666666666666	19	17	583	344.89473684210526	19	0	18	0	411	768	0	579	373	168	14	14	415	324.7894736842105	19	0	5	0	397	740	0	411	207
ORTHOMCL876	1494.6666666666665	561.6666666666666	25	13	933	583.8	25	0	24	0	712	1367	0	876	415	277	18	8	656	532.0	25	0	7	0	631	1217	0	599	148
ORTHOMCL13211	535.6666666666666	87.66666666666667	5	5	448	208.0	5	0	4	6	23	62	0	315	315	287	4	4	161	134.6	5	0	1	6	23	61	0	30	30
ORTHOMCL7449	511.66666666666663	158.66666666666666	11	11	353	94.63636363636364	11	0	10	0	54	109	0	283	283	287	11	11	66	63.45454545454545	11	0	0	0	50	101	0	2	2
ORTHOMCL2089	1984.6666666666667	1426.6666666666667	20	15	558	129.45	17	1	20	0	150	274	0	558	506	427	11	11	131	89.95	17	1	9	0	124	238	0	131	82
ORTHOMCL7506	840.6666666666666	555.6666666666666	11	10	285	146.72727272727272	11	0	10	0	139	304	0	273	230	122	6	6	163	119.54545454545455	11	0	5	0	126	278	0	152	110
ORTHOMCL17486	1118.6666666666667	59.666666666666664	4	4	1059	804.5	4	0	1	29	3	4	0	49	49	19	3	3	1040	799.0	4	0	1	29	3	4	0	31	31
ORTHOMCL5861	268.6666666666667	55.666666666666664	14	14	213	166.57142857142858	14	0	6	3	159	356	0	79	67	41	12	12	172	161.14285714285714	14	0	2	3	156	348	0	39	27
ORTHOMCL17439	288.6666666666667	72.66666666666667	4	4	216	159.75	4	0	3	4	17	54	0	75	75	77	4	4	139	138.25	4	0	0	4	17	54	0	1	1
ORTHOMCL4161	1023.6666666666666	235.66666666666666	16	16	788	130.75	16	0	15	3	82	147	0	702	701	704	16	16	84	82.9375	16	0	0	3	78	135	0	1	1
ORTHOMCL12447	390.6666666666667	41.666666666666664	6	5	349	224.0	6	0	5	5	94	202	0	189	189	115	3	3	234	197.5	6	0	3	5	93	198	0	76	76
ORTHOMCL10206	253.66666666666669	109.66666666666667	7	6	144	96.28571428571429	7	0	4	0	59	104	0	82	82	23	4	4	121	92.57142857142857	7	0	3	0	59	104	0	59	59
ORTHOMCL11445	682.6666666666667	284.6666666666667	6	5	398	190.5	6	0	3	0	6	17	0	398	398	104	3	3	294	155.83333333333334	6	0	3	0	6	17	0	294	294
ORTHOMCL5485	4893.666666666666	4071.6666666666665	15	14	822	130.2	15	0	15	0	101	228	0	819	788	727	7	7	95	65.46666666666667	15	0	8	0	82	168	0	92	64
ORTHOMCL1075	1624.6666666666665	898.6666666666666	23	17	726	214.8695652173913	21	1	23	0	252	498	0	726	721	484	14	13	242	177.65217391304347	21	1	9	0	232	449	0	242	237
ORTHOMCL2335	548.6666666666667	272.6666666666667	19	17	276	100.10526315789474	17	1	18	0	94	207	0	210	188	182	17	15	94	88.52631578947368	17	1	2	0	92	203	0	29	7
ORTHOMCL5265	422.66666666666663	198.66666666666666	15	15	224	84.13333333333334	15	0	14	0	84	173	0	224	147	139	12	12	85	69.86666666666666	15	0	3	0	77	161	0	85	12
ORTHOMCL6955	790.6666666666667	316.6666666666667	12	12	474	358.0833333333333	12	0	9	0	340	735	0	171	110	113	11	11	361	337.0	12	0	1	0	331	706	0	64	8
ORTHOMCL625	937.6666666666666	642.6666666666666	26	14	295	81.65384615384616	24	1	26	0	88	132	0	295	268	207	20	11	88	69.76923076923077	21	2	6	0	85	125	0	88	62
ORTHOMCL13798	312.6666666666667	54.666666666666664	5	5	258	136.8	5	0	5	4	26	63	0	180	180	167	4	4	91	84.2	5	0	1	4	26	63	0	13	13
ORTHOMCL2303	1178.6666666666667	138.66666666666666	19	17	1040	291.6842105263158	19	0	18	0	271	497	0	924	795	772	16	15	268	238.31578947368422	19	0	3	0	255	468	0	152	36
ORTHOMCL12754	117.66666666666667	27.666666666666668	5	5	90	80.4	5	0	0	7	26	38	0	10	10	10	5	5	80	77.6	5	0	0	6	26	38	0	1	1
ORTHOMCL1646	683.6666666666666	141.66666666666666	21	17	542	283.8095238095238	21	0	19	0	300	615	0	542	267	225	15	14	317	262.7142857142857	21	0	6	0	298	607	0	317	44
ORTHOMCL3156	359.6666666666667	119.66666666666667	18	17	240	140.83333333333334	18	0	17	0	156	316	0	240	141	74	13	13	166	133.55555555555554	18	0	5	0	152	312	0	166	70
ORTHOMCL2455	945.6666666666667	496.6666666666667	19	16	449	147.78947368421052	19	0	19	0	144	239	0	411	335	301	14	12	148	127.47368421052632	19	0	5	0	138	230	0	111	36
ORTHOMCL17713	670.6666666666667	403.6666666666667	4	4	267	160.25	4	0	2	1	6	17	0	139	139	66	2	2	201	140.75	4	0	2	1	6	17	0	74	74
ORTHOMCL7023	599.6666666666666	244.66666666666666	12	12	355	222.91666666666666	12	0	12	2	225	465	0	271	216	108	9	9	247	204.33333333333334	12	0	3	2	217	444	0	164	110
ORTHOMCL15753	717.6666666666666	117.66666666666667	4	4	600	572.0	4	0	0	114	88	160	0	33	33	30	4	4	570	558.5	4	0	0	111	87	159	0	11	11
ORTHOMCL5835	1624.6666666666667	1172.6666666666667	14	14	452	181.78571428571428	14	0	14	0	173	439	0	452	352	264	11	11	188	145.42857142857142	14	0	3	0	158	400	0	188	93
ORTHOMCL12992	479.6666666666667	45.666666666666664	5	5	434	299.6	5	0	2	10	59	141	0	199	199	119	3	3	315	266.4	5	0	2	10	59	141	0	80	80
ORTHOMCL16904	700.6666666666666	125.66666666666667	4	4	575	343.75	4	0	3	18	22	85	0	301	301	297	4	4	278	265.75	4	0	0	18	22	84	0	9	9
ORTHOMCL818	1521.6666666666665	558.6666666666666	25	18	963	97.16	18	2	25	0	84	196	0	963	963	881	18	15	82	57.68	18	2	7	0	78	180	0	82	82
ORTHOMCL1865	1098.6666666666665	545.6666666666666	20	18	553	115.55	18	1	20	0	109	275	0	553	479	444	14	14	109	84.8	18	1	6	0	102	244	0	109	42
ORTHOMCL6845	565.6666666666667	357.6666666666667	12	12	208	121.5	12	0	12	0	97	242	0	116	90	89	11	11	119	108.0	12	0	1	0	93	238	0	28	5
ORTHOMCL11396	249.66666666666669	79.66666666666667	6	6	170	122.0	6	0	4	5	66	113	0	68	68	63	6	6	107	104.33333333333333	6	0	0	5	66	110	0	6	6
ORTHOMCL6896	866.6666666666667	432.6666666666667	12	11	434	272.25	12	0	7	0	266	627	0	434	378	89	6	6	345	253.33333333333334	12	0	6	0	255	603	0	345	291
ORTHOMCL2102	2338.6666666666665	554.6666666666666	20	17	1784	602.35	20	0	20	0	744	1423	0	1784	1701	1023	12	12	761	529.05	20	0	8	0	712	1367	0	761	680
ORTHOMCL370	1116.6666666666665	517.6666666666666	32	15	599	316.1875	32	0	32	0	389	730	0	599	417	214	19	10	385	296.375	32	0	13	0	371	693	0	385	208
ORTHOMCL10533	458.66666666666663	234.66666666666666	7	6	224	129.42857142857142	7	0	7	1	58	167	0	125	125	97	4	4	127	106.42857142857143	7	0	3	1	57	163	0	29	29
ORTHOMCL16895	338.6666666666667	7.666666666666667	4	4	331	268.0	4	0	1	13	1	8	0	2	2	0	3	3	331	268.0	4	0	1	13	1	8	0	2	2
ORTHOMCL8546	3772.666666666667	1684.6666666666667	9	7	2088	281.55555555555554	7	1	8	0	9	26	0	2088	2088	2049	5	5	39	20.88888888888889	5	1	4	0	9	24	0	39	39
ORTHOMCL232	1725.6666666666665	896.6666666666666	36	17	829	123.0	36	0	36	0	117	240	0	829	753	726	27	15	103	82.91666666666667	34	1	9	0	98	205	0	103	39
ORTHOMCL5185	907.6666666666667	405.6666666666667	15	14	502	184.6	15	0	14	1	159	344	0	356	338	343	14	13	159	153.53333333333333	15	0	1	1	151	324	0	17	2
ORTHOMCL11148	742.6666666666666	148.66666666666666	6	6	594	268.8333333333333	6	0	5	3	66	115	0	376	376	345	4	4	249	207.66666666666666	6	0	2	3	65	114	0	36	36
ORTHOMCL6348	2588.666666666667	1925.6666666666667	12	10	663	121.41666666666667	12	0	12	0	63	139	0	663	663	596	6	5	67	40.0	8	1	6	0	42	98	0	67	67
ORTHOMCL2113	844.6666666666667	433.6666666666667	20	16	411	172.95	20	0	20	3	160	238	0	247	246	246	18	14	165	156.8	20	0	2	3	158	234	0	3	2
ORTHOMCL2875	469.6666666666667	99.66666666666667	18	15	370	281.72222222222223	18	0	6	0	296	491	0	254	69	67	15	13	303	273.3333333333333	18	0	3	0	291	480	0	188	5
ORTHOMCL6315	1648.6666666666667	1125.6666666666667	13	11	523	63.0	13	0	13	0	24	39	0	523	520	499	8	8	24	16.923076923076923	11	1	5	0	18	26	0	24	22
ORTHOMCL3373	3357.666666666667	1561.6666666666667	17	14	1796	382.5882352941176	17	0	17	0	331	621	0	1779	1575	1455	12	10	341	277.4117647058824	17	0	5	0	314	592	0	325	127
ORTHOMCL16866	923.6666666666667	423.6666666666667	4	4	500	125.0	4	0	3	0	0	0	0	500	500	499	1	1	1	0.25	1	1	3	0	0	0	0	1	1
ORTHOMCL13215	258.6666666666667	9.666666666666666	5	4	249	233.2	5	0	1	14	64	178	0	4	4	5	4	3	244	230.8	5	0	1	14	64	178	0	1	1
ORTHOMCL3236	258.6666666666667	37.666666666666664	18	16	221	182.33333333333334	18	0	3	0	197	405	0	134	38	24	15	14	197	175.88888888888889	18	0	3	0	192	392	0	113	20
ORTHOMCL5470	278.66666666666663	133.66666666666666	15	15	145	94.66666666666667	15	0	14	2	88	199	0	59	58	58	14	14	87	84.4	15	0	1	2	83	187	0	4	3
ORTHOMCL15778	1349.6666666666667	14.666666666666666	4	4	1335	801.25	4	0	2	31	16	20	0	875	875	41	2	2	1294	786.0	4	0	2	31	16	20	0	838	838
ORTHOMCL2827	2187.6666666666665	784.6666666666666	18	14	1403	78.0	10	1	17	0	0	0	0	1403	1403	1402	1	1	1	0.05555555555555555	1	1	17	0	0	0	0	1	1
ORTHOMCL3758	482.6666666666667	127.66666666666667	17	13	355	255.52941176470588	15	1	15	1	260	452	0	213	96	82	15	11	273	247.7058823529412	15	1	2	1	258	448	0	131	16
ORTHOMCL8457	479.66666666666663	246.66666666666666	9	8	233	124.77777777777777	9	0	9	1	77	194	0	131	131	136	9	8	97	96.11111111111111	9	0	0	1	70	171	0	1	1
ORTHOMCL14168	530.6666666666667	337.6666666666667	5	5	193	53.2	5	0	5	0	0	0	0	193	193	192	1	1	1	0.2	1	1	4	0	0	0	0	1	1
ORTHOMCL19117	959.6666666666667	298.6666666666667	4	4	661	469.5	4	0	3	24	38	83	0	241	241	218	4	4	443	409.5	4	0	0	24	37	81	0	28	28
ORTHOMCL5372	1023.6666666666666	242.66666666666666	15	15	781	265.6	15	0	14	0	243	503	0	697	523	529	12	12	252	219.73333333333332	15	0	3	0	232	475	0	173	6
ORTHOMCL6074	277.6666666666667	84.66666666666667	14	13	193	157.21428571428572	14	0	3	0	161	360	0	75	39	25	12	11	168	151.5	14	0	2	0	157	348	0	52	17
ORTHOMCL16745	662.6666666666666	243.66666666666666	4	4	419	172.75	4	0	3	1	1	30	0	328	328	329	4	4	90	88.5	4	0	0	1	1	29	0	2	2
ORTHOMCL2615	626.6666666666667	257.6666666666667	19	17	369	98.0	19	0	19	0	85	160	0	317	287	287	16	15	82	76.15789473684211	19	0	3	0	78	145	0	35	7
ORTHOMCL1172	2049.666666666667	1391.6666666666667	23	18	658	208.2608695652174	20	1	23	0	303	614	0	658	658	381	9	9	277	165.3913043478261	20	1	14	0	257	519	0	277	277
ORTHOMCL7076	156.66666666666666	51.666666666666664	12	12	105	51.833333333333336	12	0	11	0	41	103	0	57	57	57	11	11	48	45.583333333333336	12	0	1	0	40	102	0	1	1
ORTHOMCL10816	1545.6666666666665	737.6666666666666	7	7	808	182.14285714285714	4	1	6	0	0	0	0	808	808	807	1	1	1	0.14285714285714285	1	1	6	0	0	0	0	1	1
ORTHOMCL10337	803.6666666666666	679.6666666666666	7	5	124	18.428571428571427	7	0	7	0	0	0	0	123	123	123	1	1	1	0.14285714285714285	1	1	6	0	0	0	0	1	1
ORTHOMCL17978	320.6666666666667	17.666666666666668	4	4	303	135.25	4	0	3	13	6	13	0	210	210	210	3	3	93	82.0	4	0	1	13	6	13	0	1	1
ORTHOMCL7591	726.6666666666667	376.6666666666667	11	11	350	197.54545454545453	11	0	11	0	178	354	0	244	154	149	7	7	201	171.72727272727272	11	0	4	0	167	332	0	100	16
ORTHOMCL5896	828.6666666666667	451.6666666666667	14	14	377	88.71428571428571	14	0	14	0	70	100	0	319	318	306	13	13	71	63.142857142857146	14	0	1	0	66	96	0	14	13
ORTHOMCL3624	1424.6666666666665	597.6666666666666	17	15	827	426.0	17	0	17	1	416	843	0	548	399	417	15	14	410	379.5882352941176	17	0	2	1	395	795	0	145	4
ORTHOMCL15613	870.6666666666666	189.66666666666666	4	4	681	628.25	4	0	0	133	61	109	0	55	55	63	4	4	618	604.75	4	0	0	133	59	106	0	3	3
ORTHOMCL6767	651.6666666666667	324.6666666666667	12	12	327	214.25	12	0	10	1	200	387	0	204	161	88	8	8	239	200.58333333333334	12	0	4	1	194	375	0	116	73
ORTHOMCL12710	437.66666666666663	192.66666666666666	5	5	245	179.0	5	0	5	4	37	83	0	69	69	79	4	4	166	155.2	5	0	1	4	36	78	0	1	1
ORTHOMCL15656	473.66666666666663	212.66666666666666	4	4	261	124.0	4	0	4	6	6	23	0	190	190	170	3	3	91	79.0	4	0	1	6	6	22	0	22	22
ORTHOMCL13619	182.66666666666666	48.666666666666664	5	5	134	80.0	5	0	4	2	15	50	0	72	72	74	5	5	60	59.2	5	0	0	2	14	47	0	1	1
ORTHOMCL1381	1438.6666666666665	883.6666666666666	22	16	555	160.22727272727272	19	1	22	0	189	374	0	555	551	366	14	12	189	133.6818181818182	18	1	8	0	180	353	0	189	185
ORTHOMCL14626	260.6666666666667	105.66666666666667	5	5	155	76.6	5	0	4	0	12	33	0	106	106	101	5	5	54	50.4	5	0	0	0	12	32	0	6	6
ORTHOMCL9370	2119.666666666667	1411.6666666666667	8	7	708	251.5	8	0	8	0	101	160	0	642	642	509	5	5	199	155.0	8	0	3	0	99	152	0	133	133
ORTHOMCL13361	657.6666666666667	417.6666666666667	5	4	240	145.4	5	0	3	0	7	45	0	142	142	55	2	2	185	130.6	5	0	3	0	7	45	0	87	87
ORTHOMCL6911	953.6666666666666	669.6666666666666	12	11	284	132.0	12	0	12	0	125	220	0	284	213	149	9	9	135	105.83333333333333	12	0	3	0	113	201	0	135	72
ORTHOMCL5773	616.6666666666666	218.66666666666666	14	14	398	285.14285714285717	14	0	8	0	292	663	0	274	112	93	12	12	305	268.07142857142856	14	0	2	0	284	636	0	184	25
ORTHOMCL8717	421.66666666666663	211.66666666666666	9	8	210	54.22222222222222	9	0	8	0	30	45	0	178	178	170	6	6	40	32.888888888888886	9	0	3	0	27	42	0	10	10
ORTHOMCL16316	241.66666666666666	17.666666666666668	4	4	224	204.5	4	0	1	30	16	38	0	13	13	15	4	4	209	197.25	4	0	0	30	16	37	0	3	3
ORTHOMCL6386	3080.6666666666665	472.6666666666667	13	13	2608	355.9230769230769	13	0	12	2	164	296	0	2432	2432	2436	12	12	172	161.23076923076923	13	0	1	2	159	283	0	1	1
ORTHOMCL1147	1164.6666666666667	178.66666666666666	23	17	986	656.1739130434783	23	0	22	0	708	1114	0	898	327	269	19	14	717	626.5652173913044	23	0	4	0	686	1083	0	631	72
ORTHOMCL207	3391.6666666666665	2716.6666666666665	38	13	675	21.42105263157895	17	2	38	0	0	0	0	675	675	674	1	1	1	0.02631578947368421	1	1	37	0	0	0	0	1	1
ORTHOMCL5901	603.6666666666667	301.6666666666667	14	13	302	77.64285714285714	14	0	13	0	62	118	0	302	272	237	10	10	65	51.857142857142854	14	0	4	0	57	108	0	65	39
ORTHOMCL11559	374.6666666666667	7.666666666666667	6	6	367	365.3333333333333	6	0	0	33	169	321	0	2	2	0	6	6	367	365.3333333333333	6	0	0	33	169	321	0	2	2
ORTHOMCL9309	879.6666666666666	526.6666666666666	8	8	353	143.375	8	0	8	0	50	160	0	314	314	240	6	6	113	86.375	8	0	2	0	45	148	0	78	78
ORTHOMCL1698	1228.6666666666665	698.6666666666666	21	16	530	298.3333333333333	21	0	21	1	294	646	0	313	245	242	19	14	288	271.57142857142856	21	0	2	1	279	619	0	79	14
ORTHOMCL15299	1195.6666666666667	134.66666666666666	4	4	1061	717.5	4	0	3	43	43	107	0	415	415	265	3	3	796	649.5	4	0	1	43	43	105	0	152	152
ORTHOMCL5938	428.6666666666667	314.6666666666667	14	13	114	21.5	12	1	14	0	18	35	0	114	114	99	7	7	15	9.642857142857142	12	1	7	0	11	22	0	15	15
ORTHOMCL13385	495.6666666666667	35.666666666666664	5	5	460	176.4	5	0	4	10	28	45	0	351	351	353	5	5	107	101.8	5	0	0	10	26	42	0	2	2
ORTHOMCL10352	2617.666666666667	1469.6666666666667	7	7	1148	574.7142857142857	7	0	7	4	161	636	0	726	726	674	6	6	474	411.85714285714283	7	0	1	4	153	601	0	69	69
ORTHOMCL11271	214.66666666666669	85.66666666666667	6	5	129	76.5	6	0	5	0	19	105	0	63	63	70	6	5	59	58.166666666666664	6	0	0	0	19	94	0	1	1
ORTHOMCL15896	548.6666666666666	22.666666666666668	4	4	526	304.5	4	0	3	14	9	15	0	236	236	195	3	3	331	255.5	4	0	1	14	9	15	0	41	41
ORTHOMCL16294	643.6666666666667	338.6666666666667	4	4	305	233.0	4	0	3	25	22	59	0	92	92	94	4	4	211	202.75	4	0	0	25	22	59	0	8	8
ORTHOMCL10155	622.6666666666666	232.66666666666666	7	7	390	133.85714285714286	7	0	6	0	26	78	0	361	361	260	4	4	130	85.0	7	0	3	0	22	70	0	105	105
ORTHOMCL3705	1780.6666666666665	982.6666666666666	17	15	798	101.11764705882354	17	0	17	0	73	165	0	798	791	739	12	11	59	40.8235294117647	17	0	5	0	52	109	0	59	54
ORTHOMCL5076	371.66666666666663	242.66666666666666	15	14	129	82.46666666666667	15	0	14	0	79	172	0	73	45	43	13	12	86	76.06666666666666	13	1	2	0	75	163	0	32	6
ORTHOMCL9480	733.6666666666666	171.66666666666666	8	8	562	185.0	8	0	7	8	102	140	0	439	439	432	8	8	130	124.75	8	0	0	8	96	132	0	12	12
ORTHOMCL15605	408.66666666666663	186.66666666666666	4	4	222	120.25	4	0	4	0	0	0	0	117	117	73	2	2	149	99.25	4	0	2	0	0	0	0	48	48
ORTHOMCL15863	615.6666666666666	125.66666666666667	4	4	490	217.0	4	0	3	11	4	25	0	391	391	298	2	2	192	140.75	4	0	2	10	4	25	0	94	94
ORTHOMCL16578	350.66666666666663	255.66666666666666	4	4	95	26.25	2	1	3	0	0	0	0	95	95	86	2	2	9	4.25	2	1	2	0	0	0	0	9	9
ORTHOMCL9625	1949.6666666666667	1432.6666666666667	8	4	517	262.375	8	0	5	0	119	196	0	517	517	101	4	3	416	244.25	8	0	4	0	119	195	0	416	416
ORTHOMCL2511	1469.6666666666667	459.6666666666667	19	15	1010	376.5263157894737	19	0	19	0	459	760	0	1010	1010	533	11	10	477	334.7894736842105	19	0	8	0	441	722	0	477	477
ORTHOMCL13443	502.6666666666667	23.666666666666668	5	5	479	341.4	5	0	2	5	38	88	0	333	333	15	3	3	464	336.8	5	0	2	5	38	88	0	318	318
ORTHOMCL8841	405.6666666666667	271.6666666666667	9	9	134	76.33333333333333	9	0	9	2	44	104	0	75	75	66	8	8	68	62.666666666666664	9	0	1	2	42	93	0	12	12
ORTHOMCL5301	457.66666666666663	142.66666666666666	15	15	315	234.6	15	0	5	1	244	467	0	146	78	62	11	11	253	225.6	15	0	4	1	238	456	0	86	21
ORTHOMCL17480	1278.6666666666667	219.66666666666666	4	4	1059	785.75	4	0	1	1	0	5	0	49	49	23	3	3	1036	778.0	4	0	1	1	0	5	0	30	30
ORTHOMCL6806	1613.6666666666665	888.6666666666666	12	9	725	147.25	12	0	12	1	79	155	0	643	643	644	11	9	81	77.25	12	0	1	1	75	146	0	3	3
ORTHOMCL4465	771.6666666666666	123.66666666666667	16	15	648	519.6875	16	0	3	0	575	1047	0	595	93	48	13	13	600	509.3125	16	0	3	0	568	1033	0	549	52
ORTHOMCL10156	565.6666666666666	128.66666666666666	7	7	437	259.85714285714283	7	0	6	1	112	329	0	251	251	175	5	5	262	229.57142857142858	7	0	2	1	110	324	0	77	77
ORTHOMCL7112	185.66666666666669	79.66666666666667	11	11	106	86.63636363636364	11	0	1	1	68	165	0	20	19	21	10	10	85	81.27272727272727	11	0	1	1	64	159	0	3	2
ORTHOMCL4762	264.6666666666667	32.666666666666664	16	15	232	193.4375	16	0	3	3	206	320	0	142	31	16	13	13	216	190.5	16	0	3	3	205	317	0	126	16
ORTHOMCL4543	474.66666666666663	184.66666666666666	16	16	290	164.4375	16	0	16	0	167	307	0	199	129	123	12	12	167	150.25	16	0	4	0	160	291	0	77	11
ORTHOMCL335	4153.666666666666	2270.6666666666665	33	17	1883	494.3939393939394	24	1	33	0	866	1418	0	1883	1883	1241	16	13	642	340.75757575757575	24	1	17	0	620	1014	0	642	642
ORTHOMCL15963	151.66666666666666	23.666666666666668	4	4	128	122.0	4	0	0	12	1	19	0	0	0	0	4	4	128	122.0	4	0	0	12	1	19	0	0	0
ORTHOMCL2398	1091.6666666666667	462.6666666666667	18	15	629	296.6666666666667	16	1	18	2	301	441	0	462	357	326	14	12	303	270.77777777777777	16	1	4	2	292	424	0	139	35
ORTHOMCL9621	605.6666666666666	94.66666666666667	8	8	511	192.875	8	0	8	2	95	252	0	397	397	350	6	6	161	144.5	8	0	2	1	94	244	0	51	51
ORTHOMCL5394	1523.6666666666667	1079.6666666666667	15	14	444	97.2	15	0	15	0	70	169	0	393	365	367	13	13	77	68.13333333333334	15	0	2	0	67	160	0	28	2
ORTHOMCL7273	658.6666666666667	318.6666666666667	11	11	340	162.1818181818182	11	0	10	1	122	290	0	205	197	202	10	10	138	129.27272727272728	11	0	1	1	114	261	0	6	2
ORTHOMCL16339	784.6666666666667	415.6666666666667	4	4	369	268.25	4	0	4	14	11	26	0	98	98	95	3	3	274	235.75	4	0	1	13	10	25	0	17	17
ORTHOMCL16007	441.6666666666667	60.666666666666664	4	4	381	333.5	4	0	0	23	29	91	0	46	46	41	4	4	340	321.75	4	0	0	23	29	91	0	7	7
ORTHOMCL4949	697.6666666666667	400.6666666666667	15	15	297	154.33333333333334	15	0	15	0	158	318	0	229	153	142	13	13	155	134.13333333333333	15	0	2	0	147	300	0	90	22
ORTHOMCL675	4683.666666666666	3754.6666666666665	27	12	929	124.11111111111111	17	1	27	0	204	574	0	929	929	928	1	1	1	0.037037037037037035	1	1	26	0	0	0	0	1	1
ORTHOMCL5615	698.6666666666667	275.6666666666667	14	12	423	239.64285714285714	14	0	12	0	281	653	0	423	351	108	7	7	315	218.71428571428572	14	0	7	0	262	614	0	315	244
ORTHOMCL5601	1172.6666666666665	715.6666666666666	14	14	457	102.71428571428571	14	0	14	0	84	175	0	433	423	378	11	11	79	64.07142857142857	14	0	3	0	74	156	0	59	51
ORTHOMCL2952	1986.6666666666667	1290.6666666666667	18	17	696	184.05555555555554	18	0	18	0	179	414	0	696	595	518	14	14	178	142.38888888888889	16	1	4	0	173	403	0	178	81
ORTHOMCL11258	504.66666666666663	171.66666666666666	6	6	333	229.0	6	0	5	21	115	210	0	122	122	116	6	6	217	203.66666666666666	6	0	0	21	113	204	0	11	11
ORTHOMCL7405	1482.6666666666665	796.6666666666666	11	11	686	385.72727272727275	11	0	11	8	313	573	0	383	364	347	11	11	339	320.45454545454544	11	0	0	8	299	541	0	42	25
ORTHOMCL6009	334.66666666666663	169.66666666666666	14	11	165	80.64285714285714	14	0	14	5	68	110	0	91	91	92	14	11	73	70.85714285714286	14	0	0	5	65	105	0	2	2
ORTHOMCL1176	1686.6666666666665	1008.6666666666666	23	17	678	323.7391304347826	23	0	23	2	356	758	0	562	482	320	15	12	358	298.7826086956522	23	0	8	2	342	725	0	242	164
ORTHOMCL9507	566.6666666666667	323.6666666666667	8	8	243	164.375	8	0	7	2	86	289	0	90	90	93	8	8	150	146.25	8	0	0	2	81	277	0	2	2
ORTHOMCL9266	387.66666666666663	181.66666666666666	8	8	206	121.75	8	0	8	0	84	155	0	92	92	86	7	7	120	105.5	8	0	1	0	82	151	0	9	9
ORTHOMCL1365	634.6666666666666	210.66666666666666	22	18	424	288.90909090909093	22	0	20	3	298	645	0	216	181	120	16	12	304	275.45454545454544	22	0	6	3	289	624	0	99	64
ORTHOMCL9301	775.6666666666666	181.66666666666666	8	6	594	244.0	6	1	6	2	129	285	0	484	484	435	6	5	159	145.375	6	1	2	2	126	274	0	51	51
ORTHOMCL14807	332.66666666666663	213.66666666666666	5	4	119	25.4	5	0	5	0	0	0	0	119	119	116	1	1	3	1.4	3	1	4	0	0	0	0	3	3
ORTHOMCL4104	1373.6666666666667	143.66666666666666	15	15	1230	219.8	15	0	14	0	157	352	0	1172	1064	1074	11	11	156	132.6	15	0	4	0	139	306	0	105	7
ORTHOMCL11640	851.6666666666667	475.6666666666667	6	6	376	218.16666666666666	6	0	5	2	46	133	0	259	259	109	3	3	267	192.83333333333334	6	0	3	2	46	131	0	152	152
