# CDS alignment filter
# PYTHON VERSION: 3.10.0
# Script call:    aln_filter.py -i /n/holylfs05/LABS/informatics/Users/gthomas/spiders/aln/01-Guidance/ -o /n/holylfs05/LABS/informatics/Users/gthomas/spiders/aln/02-Filter/ --overwrite
# Runtime:        01/06/2022 12:43:00
# ----------------
# IO OPTIONS
# Input CDS directory:    /n/holylfs05/LABS/informatics/Users/gthomas/spiders/aln/01-Guidance
# Sequence gappiness threshold:20
# Codon site gappiness threshold:50
# Min sequences required after filters:4
# Output directory:       /n/holylfs05/LABS/informatics/Users/gthomas/spiders/aln/02-Filter-spec4-seq20-site50
# --overwrite set:        Overwriting previous files in output directory.
# Log file:               /n/holylfs05/LABS/informatics/Users/gthomas/spiders/aln/02-Filter-spec4-seq20-site50/aln-stats-spec4-seq20-site50.log
# ----------------
# 01.06.2022 | 12:43:00 Beginning filter.
align	pre guidance codon length	guidance codons rm	pre num seqs	pre num species	pre codon aln length	pre avg nongap length	pre uniq seqs	pre ident seqs	pre gappy seqs	pre invariant sites	pre informative codon sites	pre informative nt sites	pre stop codons	pre percent sites with gap	pre gappy sites	sites filtered	post num seqs	post num species	post codon aln length	post avg nongap length	post uniq seqs	post ident seqs	post gappy seqs	post invariant sites	post informative codon sites	post informative nt sites	post stop codons	post percent sites with gap	post gappy sites
ORTHOMCL8714	785.6666666666666	595.6666666666666	8	8	190	114.625	8	0	8	1	75	208	0	81	81	86	7	7	104	97.875	8	0	1	1	70	194	0	1	1
ORTHOMCL2751	421.6666666666667	41.666666666666664	16	16	380	345.25	16	0	0	2	335	590	0	60	32	33	16	16	347	338.6875	16	0	0	2	331	582	0	31	4
ORTHOMCL15380	363.6666666666667	52.666666666666664	4	4	311	149.75	4	0	3	1	5	30	0	239	239	168	2	2	143	107.25	4	0	2	1	5	30	0	71	71
ORTHOMCL13926	688.6666666666666	58.666666666666664	4	4	630	346.25	4	0	4	8	14	75	0	439	439	201	2	2	429	294.0	4	0	2	8	14	75	0	238	238
ORTHOMCL309	1795.6666666666667	256.6666666666667	29	29	1539	529.7241379310345	29	0	28	0	554	1272	0	1515	1062	988	24	12	551	475.3103448275862	29	0	5	0	531	1224	0	527	94
ORTHOMCL3797	187.66666666666666	10.666666666666666	15	15	177	159.33333333333334	15	0	1	4	151	224	0	20	14	15	14	13	162	156.6	15	0	1	3	150	222	0	6	1
ORTHOMCL6154	3123.6666666666665	2064.6666666666665	12	12	1059	418.0	12	0	12	0	358	829	0	1059	963	611	8	8	448	313.75	12	0	4	0	331	726	0	448	353
ORTHOMCL2145	311.6666666666667	76.66666666666667	17	17	235	161.35294117647058	13	2	7	0	179	395	0	235	80	43	12	12	192	157.52941176470588	13	2	5	0	178	393	0	192	37
ORTHOMCL4700	525.6666666666667	298.6666666666667	14	14	227	102.78571428571429	14	0	13	0	95	171	0	149	149	124	10	9	103	92.42857142857143	14	0	4	0	93	169	0	26	26
ORTHOMCL10268	478.6666666666667	112.66666666666667	6	6	366	148.5	6	0	5	0	47	75	0	255	255	255	5	5	111	103.5	6	0	1	0	46	74	0	2	2
ORTHOMCL6870	586.6666666666666	159.66666666666666	9	9	427	318.22222222222223	7	1	7	1	235	498	0	174	174	99	7	6	328	303.6666666666667	7	1	2	1	233	493	0	77	77
ORTHOMCL6869	611.6666666666666	169.66666666666666	11	11	442	306.45454545454544	11	0	8	3	292	578	0	173	172	119	10	10	323	286.1818181818182	11	0	1	3	285	559	0	61	60
ORTHOMCL1692	1556.6666666666665	591.6666666666666	18	18	965	776.1666666666666	18	0	6	3	756	1706	0	208	199	209	18	16	756	750.7222222222222	18	0	0	3	743	1677	0	10	3
ORTHOMCL2618	370.66666666666663	138.66666666666666	17	17	232	151.8235294117647	17	0	15	0	155	328	0	180	89	79	13	9	153	135.2941176470588	17	0	4	0	146	308	0	103	16
ORTHOMCL1519	3015.666666666667	1946.6666666666667	19	19	1069	209.42105263157896	19	0	19	0	166	276	0	1031	926	923	15	10	146	128.8421052631579	17	1	4	0	140	230	0	112	19
ORTHOMCL1663	467.66666666666663	132.66666666666666	18	18	335	208.88888888888889	18	0	17	1	217	406	0	229	143	121	15	13	214	193.83333333333334	18	0	3	1	207	387	0	111	29
ORTHOMCL1003	549.6666666666666	229.66666666666666	21	21	320	223.8095238095238	21	0	20	3	234	473	0	196	83	85	18	14	235	216.38095238095238	21	0	3	3	230	463	0	111	2
ORTHOMCL10254	1045.6666666666665	590.6666666666666	6	6	455	267.6666666666667	6	0	5	0	54	230	0	258	258	200	4	4	255	209.0	6	0	2	0	53	224	0	61	61
ORTHOMCL8403	533.6666666666666	222.66666666666666	8	8	311	94.375	6	1	7	3	49	67	0	244	244	245	7	6	66	61.625	6	1	1	2	49	67	0	1	1
ORTHOMCL9059	408.66666666666663	189.66666666666666	8	8	219	200.25	8	0	1	2	115	335	0	22	22	13	7	6	206	195.5	8	0	1	1	112	331	0	12	12
ORTHOMCL3074	724.6666666666667	279.6666666666667	16	16	445	301.5	16	0	5	0	361	689	0	372	336	72	11	11	373	287.0	16	0	5	0	348	662	0	301	265
ORTHOMCL2023	203.66666666666666	39.666666666666664	18	18	164	124.83333333333333	18	0	5	2	134	196	0	82	82	25	13	12	139	120.66666666666667	18	0	5	2	131	190	0	60	60
ORTHOMCL236	1557.6666666666665	635.6666666666666	29	29	922	582.0344827586207	29	0	28	2	598	1429	0	579	340	334	24	14	588	540.7931034482758	29	0	5	2	564	1340	0	254	33
ORTHOMCL11102	216.66666666666666	62.666666666666664	6	6	154	52.0	6	0	6	3	14	24	0	124	124	122	6	6	32	29.666666666666668	4	1	0	3	12	22	0	4	4
ORTHOMCL654	1962.6666666666665	896.6666666666666	24	24	1066	362.3333333333333	24	0	24	0	466	983	0	1066	998	648	11	9	418	292.625	24	0	13	0	408	875	0	418	359
ORTHOMCL4804	1414.6666666666665	900.6666666666666	14	14	514	157.64285714285714	14	0	13	0	135	250	0	394	373	377	13	13	137	124.21428571428571	14	0	1	0	130	240	0	23	2
ORTHOMCL1592	1986.6666666666665	572.6666666666666	19	19	1414	559.6842105263158	19	0	19	1	552	1209	0	1237	867	858	16	8	556	504.63157894736844	19	0	3	1	541	1186	0	379	15
ORTHOMCL2883	817.6666666666667	335.6666666666667	16	16	482	174.625	16	0	16	3	154	247	0	372	338	334	13	13	148	134.9375	16	0	3	2	136	212	0	48	17
ORTHOMCL1252	571.6666666666667	399.6666666666667	20	20	172	90.9	20	0	20	0	93	161	0	171	75	74	16	12	98	83.0	20	0	4	0	91	159	0	97	3
ORTHOMCL12635	545.6666666666666	153.66666666666666	5	5	392	200.2	5	0	4	1	25	104	0	245	245	222	4	4	170	141.4	5	0	1	1	25	104	0	25	25
ORTHOMCL11779	344.6666666666667	46.666666666666664	5	5	298	152.2	5	0	4	5	21	34	0	169	169	151	4	3	147	119.8	5	0	1	5	20	32	0	20	20
ORTHOMCL5768	184.66666666666669	75.66666666666667	13	13	109	92.15384615384616	13	0	1	1	90	185	0	14	14	15	12	12	94	89.3076923076923	13	0	1	1	88	179	0	1	1
ORTHOMCL9397	299.6666666666667	51.666666666666664	7	7	248	221.28571428571428	7	0	0	4	133	345	0	33	33	33	7	7	215	214.14285714285714	7	0	0	4	133	341	0	1	1
ORTHOMCL12378	207.66666666666666	0.6666666666666666	5	5	207	186.2	5	0	1	7	31	129	0	9	9	0	4	4	207	186.2	5	0	1	7	31	129	0	9	9
ORTHOMCL14789	591.6666666666666	39.666666666666664	4	4	552	269.0	4	0	4	12	13	33	0	371	371	341	3	3	211	181.75	4	0	1	12	13	33	0	32	32
ORTHOMCL10313	520.6666666666666	140.66666666666666	6	6	380	304.8333333333333	6	0	1	6	151	414	0	89	89	67	5	3	313	287.6666666666667	6	0	1	6	151	409	0	26	26
ORTHOMCL9311	499.6666666666667	299.6666666666667	7	7	200	89.42857142857143	7	0	5	1	40	53	0	153	153	154	7	7	46	45.285714285714285	7	0	0	1	38	49	0	1	1
ORTHOMCL4844	6166.666666666666	3997.6666666666665	13	13	2169	668.6923076923077	13	0	13	5	536	1099	0	1793	1712	1590	10	10	579	527.8461538461538	13	0	3	5	525	1057	0	206	130
ORTHOMCL6050	532.6666666666667	279.6666666666667	12	12	253	178.41666666666666	12	0	11	1	154	399	0	129	76	71	10	10	182	166.25	12	0	2	1	149	383	0	63	11
ORTHOMCL9346	376.66666666666663	195.66666666666666	7	7	181	132.14285714285714	7	0	6	1	87	180	0	61	61	47	6	6	134	119.28571428571429	7	0	1	1	83	175	0	20	20
ORTHOMCL13847	446.66666666666663	233.66666666666666	4	4	213	53.25	2	1	3	0	0	0	0	213	213	212	1	1	1	0.25	1	1	3	0	0	0	0	1	1
ORTHOMCL7464	394.6666666666667	111.66666666666667	10	10	283	227.6	10	0	2	3	202	442	0	87	51	49	9	9	234	215.6	10	0	1	3	194	427	0	43	10
ORTHOMCL10002	2400.666666666667	1539.6666666666667	7	7	861	123.14285714285714	4	1	6	0	0	0	0	861	861	860	1	1	1	0.14285714285714285	1	1	6	0	0	0	0	1	1
ORTHOMCL10586	914.6666666666667	307.6666666666667	6	6	607	199.0	4	1	4	0	0	0	0	607	607	606	1	1	1	0.16666666666666666	1	1	5	0	0	0	0	1	1
ORTHOMCL1767	1714.6666666666667	1381.6666666666667	18	18	333	73.83333333333333	15	1	18	0	67	133	0	333	298	269	13	12	64	50.666666666666664	15	1	5	0	59	116	0	64	30
ORTHOMCL10223	508.6666666666667	285.6666666666667	6	6	223	123.16666666666667	6	0	6	3	25	97	0	124	124	114	4	4	109	93.33333333333333	6	0	2	3	24	93	0	17	17
ORTHOMCL6885	166.66666666666666	51.666666666666664	11	11	115	94.63636363636364	11	0	4	0	83	196	0	24	24	24	11	11	91	90.0909090909091	11	0	0	0	82	191	0	1	1
ORTHOMCL6844	1319.6666666666665	789.6666666666666	11	11	530	196.8181818181818	11	0	10	0	153	286	0	375	360	359	10	10	171	159.72727272727272	11	0	1	0	150	281	0	16	2
ORTHOMCL9699	114.66666666666666	52.666666666666664	7	7	62	56.714285714285715	7	0	0	2	29	72	0	6	6	9	7	7	53	52.857142857142854	7	0	0	2	27	68	0	0	0
ORTHOMCL9163	659.6666666666666	90.66666666666667	7	7	569	502.2857142857143	7	0	1	6	235	823	0	42	42	35	6	6	534	492.2857142857143	7	0	1	6	234	812	0	12	12
ORTHOMCL1008	1603.6666666666665	947.6666666666666	21	21	656	275.0	19	1	21	0	360	638	0	656	571	302	13	10	354	246.52380952380952	19	1	8	0	335	589	0	354	271
ORTHOMCL13078	622.6666666666667	288.6666666666667	5	5	334	267.4	5	0	1	16	56	123	0	75	75	73	4	4	261	246.0	5	0	1	16	56	123	0	10	10
ORTHOMCL11741	1269.6666666666667	382.6666666666667	5	5	887	396.4	5	0	4	2	28	116	0	662	662	573	3	3	314	253.6	5	0	2	2	27	112	0	101	101
ORTHOMCL15849	265.6666666666667	66.66666666666667	4	4	199	98.25	4	0	3	1	4	5	0	118	118	120	2	2	79	63.25	4	0	2	1	4	5	0	5	5
ORTHOMCL6905	666.6666666666666	124.66666666666667	10	10	542	485.8	10	0	1	5	429	785	0	56	32	36	9	9	506	476.2	10	0	1	5	425	773	0	24	2
ORTHOMCL5521	2404.666666666667	1102.6666666666667	13	13	1302	339.2307692307692	13	0	13	2	245	516	0	1039	1032	1033	12	12	269	255.53846153846155	13	0	1	2	243	509	0	9	3
ORTHOMCL4097	179.66666666666666	16.666666666666668	15	15	163	103.53333333333333	15	0	14	1	103	176	0	66	57	58	13	12	105	97.33333333333333	15	0	2	1	100	173	0	9	2
ORTHOMCL3249	324.66666666666663	179.66666666666666	15	15	145	66.93333333333334	13	1	15	0	70	122	0	145	107	67	10	8	78	59.53333333333333	13	1	5	0	66	117	0	78	43
ORTHOMCL4235	516.6666666666666	42.666666666666664	15	15	474	421.2	15	0	4	3	442	790	0	221	21	5	11	9	469	420.2	15	0	4	3	441	788	0	216	16
ORTHOMCL2976	1343.6666666666665	622.6666666666666	16	16	721	487.875	16	0	15	3	477	1059	0	357	233	236	14	12	485	457.9375	16	0	2	3	461	1024	0	134	12
ORTHOMCL4990	560.6666666666667	286.6666666666667	14	14	274	172.78571428571428	14	0	12	0	186	437	0	274	216	72	10	10	202	160.57142857142858	14	0	4	0	181	419	0	202	146
ORTHOMCL7879	420.66666666666663	168.66666666666666	9	9	252	179.88888888888889	9	0	8	1	136	348	0	69	69	73	8	8	179	163.55555555555554	9	0	1	1	129	330	0	4	4
ORTHOMCL2938	631.6666666666667	321.6666666666667	16	16	310	131.125	16	0	16	1	120	201	0	215	198	183	15	13	127	115.625	16	0	1	1	117	196	0	32	16
ORTHOMCL9596	290.6666666666667	76.66666666666667	7	7	214	142.85714285714286	7	0	5	0	75	176	0	110	110	57	4	4	157	124.57142857142857	7	0	3	0	73	173	0	53	53
ORTHOMCL3875	1749.6666666666665	956.6666666666666	15	15	793	117.4	15	0	15	0	84	166	0	793	782	707	9	9	86	57.46666666666667	15	0	6	0	76	146	0	86	77
ORTHOMCL8078	488.66666666666663	170.66666666666666	9	9	318	270.44444444444446	9	0	0	2	202	478	0	54	54	55	9	9	263	259.22222222222223	9	0	0	2	198	467	0	4	4
ORTHOMCL10150	814.6666666666667	376.6666666666667	6	6	438	137.16666666666666	6	0	5	0	21	95	0	382	382	357	3	3	81	69.5	6	0	3	0	20	94	0	27	27
ORTHOMCL6353	1303.6666666666665	701.6666666666666	12	12	602	222.75	12	0	8	0	129	341	0	602	602	542	6	6	60	33.25	8	2	6	0	33	66	0	60	60
ORTHOMCL6413	1283.6666666666665	957.6666666666666	12	12	326	38.833333333333336	10	1	12	0	7	19	0	326	326	317	7	7	9	4.75	7	1	5	0	5	10	0	9	9
ORTHOMCL5829	272.6666666666667	44.666666666666664	13	13	228	174.30769230769232	13	0	3	0	180	389	0	121	36	35	11	11	193	168.6153846153846	13	0	2	0	177	382	0	89	4
ORTHOMCL6238	713.6666666666667	482.6666666666667	12	12	231	100.75	12	0	12	2	83	114	0	145	145	150	12	12	81	80.08333333333333	12	0	0	1	79	108	0	1	1
ORTHOMCL12144	281.6666666666667	28.666666666666668	5	5	253	219.4	5	0	0	37	101	144	0	42	42	41	5	5	212	210.2	5	0	0	36	101	144	0	2	2
ORTHOMCL5219	232.66666666666669	87.66666666666667	13	13	145	80.07692307692308	13	0	13	2	70	142	0	82	77	69	12	12	76	71.07692307692308	13	0	1	2	67	131	0	15	11
ORTHOMCL15387	195.66666666666669	67.66666666666667	4	4	128	73.5	4	0	3	4	7	21	0	75	75	67	4	4	61	55.75	4	0	0	4	6	20	0	9	9
ORTHOMCL10766	397.6666666666667	15.666666666666666	6	6	382	308.5	6	0	4	11	145	234	0	115	115	82	6	6	300	281.5	6	0	0	11	145	234	0	34	34
ORTHOMCL8672	536.6666666666666	233.66666666666666	8	8	303	83.875	8	0	8	1	36	65	0	253	253	254	8	8	49	48.0	8	0	0	1	34	61	0	1	1
ORTHOMCL6218	830.6666666666667	317.6666666666667	12	12	513	178.58333333333334	10	1	11	0	167	348	0	513	513	316	4	4	197	102.75	10	1	8	0	127	238	0	197	197
ORTHOMCL10571	331.6666666666667	50.666666666666664	6	6	281	201.16666666666666	6	0	5	5	97	246	0	98	98	93	6	6	188	184.0	6	0	0	5	96	245	0	6	6
ORTHOMCL7086	492.6666666666667	310.6666666666667	10	10	182	95.5	10	0	10	0	83	139	0	103	97	96	9	9	86	81.8	10	0	1	0	81	135	0	9	3
ORTHOMCL2536	731.6666666666666	120.66666666666667	17	17	611	465.11764705882354	17	0	5	0	512	899	0	520	135	81	14	12	530	454.2352941176471	17	0	3	0	506	887	0	441	60
ORTHOMCL11080	591.6666666666666	186.66666666666666	6	6	405	280.1666666666667	6	0	5	1	87	301	0	140	140	140	5	5	265	248.66666666666666	6	0	1	1	86	292	0	6	6
ORTHOMCL2087	1196.6666666666665	700.6666666666666	17	17	496	165.05882352941177	17	0	17	0	181	374	0	496	431	303	10	10	193	139.58823529411765	17	0	7	0	171	351	0	193	133
ORTHOMCL1510	1081.6666666666667	292.6666666666667	17	17	789	552.0588235294117	17	0	16	3	553	974	0	455	221	231	15	13	558	523.8235294117648	17	0	2	3	537	939	0	232	5
ORTHOMCL749	338.6666666666667	25.666666666666668	22	22	313	241.72727272727272	22	0	5	0	257	546	0	235	53	55	19	10	258	233.5	22	0	3	0	251	533	0	184	4
ORTHOMCL4787	368.66666666666663	149.66666666666666	14	14	219	180.71428571428572	14	0	3	1	182	300	0	98	85	26	11	11	193	174.28571428571428	14	0	3	1	177	294	0	74	64
ORTHOMCL7146	1306.6666666666667	285.6666666666667	9	9	1021	587.3333333333334	9	0	8	5	421	907	0	652	652	433	7	7	588	503.6666666666667	9	0	2	5	404	854	0	225	225
ORTHOMCL1584	625.6666666666667	280.6666666666667	19	19	345	226.05263157894737	19	0	18	0	247	388	0	337	132	94	13	10	251	213.52631578947367	19	0	6	0	238	371	0	243	43
ORTHOMCL15973	697.6666666666666	141.66666666666666	4	4	556	250.5	4	0	3	0	6	8	0	414	414	311	2	2	245	163.75	4	0	2	0	6	8	0	115	115
ORTHOMCL5297	711.6666666666666	255.66666666666666	13	13	456	270.0769230769231	13	0	12	1	255	493	0	188	185	188	12	12	268	251.3846153846154	13	0	1	1	250	483	0	5	2
ORTHOMCL4246	421.66666666666663	158.66666666666666	15	15	263	196.93333333333334	13	1	13	7	178	331	0	71	71	75	15	12	188	186.0	13	1	0	7	172	319	0	2	2
ORTHOMCL9456	441.6666666666667	109.66666666666667	7	7	332	141.71428571428572	7	0	6	1	68	114	0	291	291	207	4	4	125	94.85714285714286	7	0	3	1	66	110	0	85	85
ORTHOMCL6265	416.66666666666663	207.66666666666666	12	12	209	78.33333333333333	12	0	11	0	68	157	0	209	209	119	5	5	90	58.25	12	0	7	0	60	128	0	90	90
ORTHOMCL4636	1084.6666666666667	465.6666666666667	14	14	619	268.2857142857143	12	1	13	0	277	637	0	619	604	298	10	10	321	234.07142857142858	12	1	4	0	263	608	0	321	307
ORTHOMCL5	3024.666666666667	1286.6666666666667	184	184	1738	543.4402173913044	184	0	184	0	586	1608	0	1738	1162	1197	156	9	541	491.3152173913044	184	0	28	0	523	1434	0	541	14
ORTHOMCL9572	414.6666666666667	92.66666666666667	7	7	322	153.57142857142858	7	0	6	4	68	176	0	197	197	199	7	6	123	121.71428571428571	7	0	0	4	65	171	0	1	1
ORTHOMCL9545	301.66666666666663	164.66666666666666	7	7	137	78.0	7	0	7	1	33	104	0	73	73	66	6	6	71	64.28571428571429	7	0	1	1	30	99	0	11	11
ORTHOMCL3166	930.6666666666667	319.6666666666667	16	16	611	280.9375	16	0	15	5	257	444	0	343	343	350	15	15	261	251.6875	16	0	1	5	249	426	0	1	1
ORTHOMCL2348	470.6666666666667	99.66666666666667	17	17	371	288.70588235294116	17	0	6	0	323	675	0	336	147	41	13	13	330	275.3529411764706	17	0	4	0	310	641	0	295	113
ORTHOMCL15874	470.6666666666667	61.666666666666664	4	4	409	291.0	4	0	2	10	12	60	0	199	199	18	2	2	391	286.25	4	0	2	10	12	60	0	181	181
ORTHOMCL14209	350.66666666666663	176.66666666666666	4	4	174	116.5	4	0	4	3	11	37	0	93	93	51	2	2	123	97.75	4	0	2	2	11	35	0	49	49
ORTHOMCL1429	566.6666666666666	51.666666666666664	19	19	515	205.68421052631578	19	0	18	0	212	381	0	515	380	291	14	11	224	187.52631578947367	19	0	5	0	208	370	0	224	89
ORTHOMCL7672	1020.6666666666667	436.6666666666667	9	9	584	240.33333333333334	9	0	8	0	153	447	0	584	584	316	6	6	268	188.77777777777777	9	0	3	0	145	423	0	268	268
ORTHOMCL395	569.6666666666666	216.66666666666666	27	27	353	265.6296296296296	27	0	7	0	275	452	0	225	85	72	23	12	281	259.1111111111111	27	0	4	0	270	441	0	153	16
ORTHOMCL15967	2019.6666666666667	1465.6666666666667	4	4	554	235.0	4	0	4	8	12	30	0	426	426	406	3	3	148	132.0	4	0	1	8	12	30	0	21	21
ORTHOMCL12475	497.6666666666667	108.66666666666667	5	5	389	290.0	5	0	2	5	73	116	0	75	75	57	3	3	332	277.0	5	0	2	5	73	115	0	20	20
ORTHOMCL15508	219.66666666666666	163.66666666666666	4	4	56	14.0	2	1	4	0	0	0	0	56	56	55	1	1	1	0.25	1	1	3	0	0	0	0	1	1
ORTHOMCL15923	964.6666666666666	113.66666666666667	4	4	851	398.75	4	0	3	12	4	14	0	530	530	494	3	3	357	273.0	4	0	1	12	4	14	0	39	39
ORTHOMCL6641	1621.6666666666667	456.6666666666667	11	11	1165	276.3636363636364	11	0	11	0	169	437	0	1080	978	949	8	8	216	180.54545454545453	11	0	3	0	161	411	0	132	35
ORTHOMCL7220	941.6666666666666	552.6666666666666	10	10	389	190.0	10	0	10	2	150	298	0	233	232	225	10	10	164	160.1	10	0	0	2	146	291	0	9	9
ORTHOMCL7704	447.66666666666663	179.66666666666666	9	9	268	153.55555555555554	9	0	9	0	97	293	0	141	141	110	8	8	158	135.44444444444446	9	0	1	0	95	284	0	34	34
ORTHOMCL5802	2029.6666666666667	1130.6666666666667	13	13	899	504.84615384615387	13	0	13	1	522	1197	0	791	770	288	9	9	611	464.0	13	0	4	1	502	1153	0	508	488
ORTHOMCL6267	117.66666666666666	39.666666666666664	12	12	78	59.666666666666664	12	0	9	1	57	89	0	26	17	17	11	11	61	56.5	12	0	1	1	55	85	0	10	2
ORTHOMCL10966	523.6666666666667	259.6666666666667	6	6	264	194.0	6	0	4	4	64	195	0	84	84	59	5	5	205	180.83333333333334	6	0	1	4	64	193	0	26	26
ORTHOMCL3351	524.6666666666666	195.66666666666666	16	16	329	285.75	16	0	2	6	283	559	0	71	46	40	15	14	289	275.875	16	0	1	6	274	538	0	35	14
ORTHOMCL10299	3333.666666666667	1868.6666666666667	5	5	1465	769.6	5	0	3	0	7	17	0	1398	1398	516	3	2	949	580.2	5	0	2	0	7	17	0	884	884
ORTHOMCL14968	302.6666666666667	55.666666666666664	4	4	247	186.0	4	0	1	3	11	30	0	52	52	53	3	3	194	167.5	4	0	1	3	9	27	0	6	6
ORTHOMCL3682	465.6666666666667	77.66666666666667	15	15	388	308.8	15	0	4	1	304	521	0	135	76	77	14	14	311	297.2	15	0	1	1	297	506	0	62	6
ORTHOMCL2399	320.6666666666667	20.666666666666668	17	17	300	207.76470588235293	17	0	16	5	204	268	0	116	87	88	15	14	212	200.8235294117647	17	0	2	5	203	265	0	29	1
ORTHOMCL600	1067.6666666666667	400.6666666666667	24	24	667	369.0416666666667	24	0	24	0	399	847	0	520	322	276	19	15	391	341.7083333333333	24	0	5	0	380	802	0	249	60
ORTHOMCL14685	440.66666666666663	141.66666666666666	4	4	299	135.0	4	0	3	2	4	13	0	263	263	125	2	2	174	101.75	4	0	2	2	4	13	0	140	140
ORTHOMCL857	948.6666666666667	448.6666666666667	22	22	500	326.09090909090907	22	0	21	2	316	702	0	186	179	183	22	13	317	309.59090909090907	22	0	0	1	307	685	0	10	4
ORTHOMCL6809	1252.6666666666665	589.6666666666666	11	11	663	77.63636363636364	11	0	10	0	16	46	0	663	663	634	6	6	29	17.90909090909091	11	0	5	0	16	46	0	29	29
ORTHOMCL3053	241.66666666666669	69.66666666666667	16	16	172	122.75	16	0	16	0	118	241	0	53	53	54	16	15	118	115.8125	16	0	0	0	115	236	0	2	2
ORTHOMCL9499	303.6666666666667	126.66666666666667	7	7	177	127.42857142857143	7	0	5	0	74	142	0	48	48	51	6	6	126	111.85714285714286	7	0	1	0	72	135	0	2	2
ORTHOMCL16776	507.6666666666667	66.66666666666667	4	4	441	381.25	4	0	1	54	36	85	0	40	40	11	3	3	430	377.25	4	0	1	54	36	85	0	31	31
ORTHOMCL12933	331.66666666666663	212.66666666666666	5	5	119	59.0	5	0	4	0	1	5	0	68	68	68	4	4	51	39.8	5	0	1	0	1	5	0	3	3
ORTHOMCL6193	543.6666666666666	193.66666666666666	12	12	350	166.33333333333334	12	0	11	1	140	301	0	217	204	202	12	12	148	142.83333333333334	12	0	0	1	133	289	0	20	7
ORTHOMCL13136	273.6666666666667	86.66666666666667	5	5	187	153.6	5	0	1	14	46	74	0	35	35	41	5	5	146	139.0	5	0	0	13	44	69	0	3	3
ORTHOMCL7345	502.66666666666663	170.66666666666666	10	10	332	261.2	10	0	6	5	212	488	0	84	84	84	10	9	248	242.9	10	0	0	5	203	468	0	9	9
ORTHOMCL15072	145.66666666666666	1.6666666666666667	4	4	144	109.25	4	0	3	12	5	16	0	42	42	42	4	4	102	97.5	4	0	0	11	5	16	0	2	2
ORTHOMCL4433	1653.6666666666665	724.6666666666666	14	14	929	221.21428571428572	14	0	13	5	168	284	0	780	758	756	13	13	173	161.64285714285714	14	0	1	5	163	272	0	28	7
ORTHOMCL4287	730.6666666666666	546.6666666666666	15	15	184	26.466666666666665	11	1	15	0	23	53	0	184	184	163	9	8	21	11.533333333333333	9	1	6	0	18	35	0	21	21
ORTHOMCL3215	1524.6666666666665	963.6666666666666	16	16	561	317.1875	16	0	15	0	371	743	0	514	383	159	8	7	402	295.8125	16	0	8	0	355	712	0	355	228
ORTHOMCL10658	462.66666666666663	140.66666666666666	6	6	322	244.16666666666666	6	0	2	2	54	252	0	143	143	31	4	4	291	236.33333333333334	6	0	2	2	53	250	0	114	114
ORTHOMCL8719	269.6666666666667	47.666666666666664	8	8	222	140.375	8	0	6	3	91	204	0	164	164	75	6	6	147	121.0	8	0	2	3	90	202	0	90	90
ORTHOMCL15837	139.66666666666666	59.666666666666664	4	4	80	69.75	4	0	1	10	5	12	0	7	7	9	4	4	71	66.25	4	0	0	10	5	12	0	0	0
ORTHOMCL15891	284.6666666666667	-0.3333333333333333	4	4	285	269.25	4	0	0	41	53	70	0	21	21	22	4	4	263	263.0	4	0	0	40	53	70	0	0	0
ORTHOMCL11760	646.6666666666666	72.66666666666667	5	5	574	423.4	5	0	3	13	84	233	0	174	174	124	3	3	450	393.0	5	0	2	13	84	232	0	53	53
ORTHOMCL7365	1224.6666666666665	675.6666666666666	10	10	549	290.8	10	0	10	0	255	520	0	438	282	240	6	6	309	249.4	10	0	4	0	238	481	0	204	56
ORTHOMCL4685	1037.6666666666665	596.6666666666666	13	13	441	141.15384615384616	13	0	13	0	127	324	0	441	412	281	8	8	160	106.6923076923077	13	0	5	0	113	281	0	160	134
ORTHOMCL7904	546.6666666666667	270.6666666666667	9	9	276	166.55555555555554	9	0	8	13	108	177	0	158	158	113	6	6	163	145.88888888888889	9	0	3	13	101	164	0	46	46
ORTHOMCL8732	1218.6666666666665	537.6666666666666	8	8	681	322.625	8	0	8	0	156	493	0	622	622	288	5	5	393	262.375	8	0	3	0	146	468	0	338	338
ORTHOMCL956	743.6666666666667	321.6666666666667	21	21	422	242.0	21	0	21	0	294	634	0	422	285	128	12	10	294	224.0	21	0	9	0	278	600	0	294	164
ORTHOMCL7995	407.66666666666663	211.66666666666666	9	9	196	85.11111111111111	9	0	9	0	67	133	0	177	177	108	5	5	88	65.77777777777777	9	0	4	0	59	116	0	69	69
ORTHOMCL7720	761.6666666666666	186.66666666666666	9	9	575	394.6666666666667	9	0	4	0	303	684	0	397	397	124	7	6	451	372.6666666666667	9	0	2	0	296	668	0	274	274
ORTHOMCL6467	1208.6666666666665	820.6666666666666	11	11	388	186.1818181818182	11	0	11	0	171	298	0	366	243	196	8	7	192	150.1818181818182	11	0	3	0	151	258	0	175	60
ORTHOMCL15466	440.6666666666667	106.66666666666667	4	4	334	159.25	4	0	3	2	6	28	0	223	223	214	3	3	120	103.25	4	0	1	2	6	28	0	12	12
ORTHOMCL1168	2959.666666666667	1726.6666666666667	20	20	1233	555.35	17	1	20	0	752	1632	0	1233	1233	465	12	12	768	504.05	17	1	8	0	717	1528	0	768	768
