*** Warning! With -c set to 15 or higher, some gene trees may take a very long time to reconcile!

#
# =========================================================================
# Welcome to GRAMPA -- Gene tree reconciliations with MUL-trees.
# Version 1.3.1 released on April 30, 2021
# GRAMPA was developed by Gregg Thomas, S. Hussain Ather, and Matthew Hahn
# Citation:      https://doi.org/10.1093/sysbio/syx044
# Website:       https://gwct.github.io/grampa/
# Report issues: https://github.com/gwct/grampa
#
# The date and time at the start is: 10.21.2022 | 15:39:03
# The program was called as: /n/home07/gthomas/projects/grampa/grampa.py -s /n/holylfs05/LABS/informatics/Users/gthomas/spiders/tree/cds-iqtree/astral-pro-tree/chelicerate-19spec-astral-pro-rooted.tre -g /n/holylfs05/LABS/informatics/Users/gthomas/spiders/tree/cds-iqtree/astral-pro-tree/loci-rearrange-95-rooted.treefile -o /n/holylfs05/LABS/informatics/Users/gthomas/spiders/grampa/cds-apro-r95-full-c15 -c 15 -p 30
#
# 10.21.2022 | 15:39:03 INFO: Number of processes:...................................30
# 10.21.2022 | 15:39:03 --> Step 1: Reading species tree
# 10.21.2022 | 15:39:03 --> STEP 2 03.39.03: Parsing hybrid clades
# 10.21.2022 | 15:39:03 --> STEP 3 03.39.03: Counting MUL-trees
# 10.21.2022 | 15:39:03 --> STEP 4 03.39.03: Reading gene tree(s)
# 10.21.2022 | 15:39:04 INFO: The input species tree with internal nodes labeled.....((DMELA,BMORI)<1>,(((HLONG,ISCAP)<2>,(MOCCI,VDEST)<3>)<4>,(((TGIGA,CROTU)<5>,LPOLY)<6>,((TURTI,SSCAB)<7>,(CSCUL,(LRECL,(SMIMO,((PTEPI,LHESP)<8>,((NCLAV,TANTI)<9>,ABRUE)<10>)<11>)<12>)<13>)<14>)<15>)<16>)<17>)<18>
# 10.21.2022 | 15:39:04 INFO: Input species tree is..................................Singly-labeled
# 10.21.2022 | 15:39:04 INFO: No H1 node defined.....................................Searching all possible H1 nodes.
# 10.21.2022 | 15:39:04 INFO: No H2 node defined.....................................Searching all possible H2 nodes.
# 10.21.2022 | 15:39:04 INFO: Using gene trees in file.............................../n/holylfs05/LABS/informatics/Users/gthomas/spiders/tree/cds-iqtree/astral-pro-tree/loci-rearrange-95-rooted.treefile
# 10.21.2022 | 15:39:04 INFO: Total gene trees.......................................6359
# 10.21.2022 | 15:39:04 INFO: Main results and logs will be written to file........../n/holylfs05/LABS/informatics/Users/gthomas/spiders/grampa/cds-apro-r95-full-c15/grampa_out.txt
# 10.21.2022 | 15:39:04 INFO: The number of groups for each tree will be calculated../n/holylfs05/LABS/informatics/Users/gthomas/spiders/grampa/cds-apro-r95-full-c15/grampa_checknums.txt
# 10.21.2022 | 15:39:04 INFO: Filtered trees will be saved (if necessary)............/n/holylfs05/LABS/informatics/Users/gthomas/spiders/grampa/cds-apro-r95-full-c15/grampa_trees_filtered.txt
# 10.21.2022 | 15:39:04 INFO: Filtering gene trees with # of polyploid groups over...15
# 10.21.2022 | 15:39:04 INFO: Detailed results will be written to file.............../n/holylfs05/LABS/informatics/Users/gthomas/spiders/grampa/cds-apro-r95-full-c15/grampa_det.txt
# 10.21.2022 | 15:39:04 INFO: Detailed output will contain...........................Reconciliation scores only
# 10.21.2022 | 15:39:04 --> STEP 5 03.39.04: Building 1187 MUL-tree(s)
# 10.21.2022 | 15:39:05 --> STEP 6 03.39.05: Checking gene tree groupings
# 10.21.2022 | 15:45:06 INFO: Filtered gene trees:...................................7
# 10.21.2022 | 15:45:06 INFO: Final gene tree count for reconciliations:.............6352
# STEP 7 03.45.06: Writing filtered gene trees to file.
# ----------------------------------------
# 10.21.2022 | 15:45:06 --> STEP 8 03.45.06: Beginning reconciliations.
# 10.21.2022 | 16:10:42 --> STEP 9 04.10.42: Getting maps for lowest scoring tree
# 10.21.2022 | 16:10:46 --> STEP 10 04.10.46: Writing output
# GT/MT combo	# dups	# losses	Total score
GT-335 to MT-0	2	9	11
GT-323 to MT-0	0	6	6
GT-338 to MT-0	2	9	11
GT-362 to MT-0	0	4	4
GT-369 to MT-0	0	2	2
GT-342 to MT-0	0	4	4
GT-370 to MT-0	0	3	3
GT-364 to MT-0	0	9	9
GT-363 to MT-0	0	6	6
GT-367 to MT-0	1	10	11
GT-354 to MT-0	2	16	18
GT-353 to MT-0	0	5	5
GT-327 to MT-0	4	7	11
GT-368 to MT-0	1	10	11
GT-339 to MT-0	1	2	3
GT-379 to MT-0	0	5	5
GT-365 to MT-0	0	8	8
GT-372 to MT-0	0	8	8
GT-373 to MT-0	0	9	9
GT-341 to MT-0	2	6	8
GT-349 to MT-0	2	11	13
GT-347 to MT-0	4	2	6
GT-350 to MT-0	8	13	21
GT-377 to MT-0	0	3	3
GT-375 to MT-0	0	8	8
GT-355 to MT-0	3	5	8
GT-356 to MT-0	4	13	17
GT-366 to MT-0	0	6	6
GT-384 to MT-0	0	5	5
GT-371 to MT-0	3	14	17
GT-383 to MT-0	0	8	8
GT-392 to MT-0	0	7	7
GT-380 to MT-0	0	9	9
GT-388 to MT-0	0	3	3
GT-393 to MT-0	0	2	2
GT-395 to MT-0	1	14	15
GT-374 to MT-0	0	5	5
GT-389 to MT-0	0	4	4
GT-381 to MT-0	1	9	10
GT-352 to MT-0	7	9	16
GT-394 to MT-0	0	5	5
GT-385 to MT-0	0	4	4
GT-386 to MT-0	0	4	4
GT-391 to MT-0	0	7	7
GT-387 to MT-0	0	10	10
GT-396 to MT-0	0	5	5
GT-399 to MT-0	0	7	7
GT-397 to MT-0	0	4	4
GT-401 to MT-0	0	4	4
GT-403 to MT-0	0	11	11
GT-404 to MT-0	0	2	2
GT-408 to MT-0	0	4	4
GT-407 to MT-0	0	5	5
GT-400 to MT-0	1	5	6
GT-344 to MT-0	6	4	10
GT-413 to MT-0	0	3	3
GT-406 to MT-0	0	10	10
GT-405 to MT-0	0	10	10
GT-357 to MT-0	2	13	15
GT-410 to MT-0	0	5	5
GT-415 to MT-0	1	2	3
GT-378 to MT-0	0	2	2
GT-423 to MT-0	0	7	7
GT-420 to MT-0	0	7	7
GT-409 to MT-0	0	8	8
GT-417 to MT-0	0	4	4
GT-414 to MT-0	0	6	6
GT-416 to MT-0	0	3	3
GT-422 to MT-0	0	5	5
GT-425 to MT-0	0	4	4
GT-421 to MT-0	0	9	9
GT-424 to MT-0	0	3	3
GT-419 to MT-0	0	10	10
GT-427 to MT-0	0	5	5
GT-435 to MT-0	0	3	3
GT-428 to MT-0	0	10	10
GT-429 to MT-0	0	3	3
GT-433 to MT-0	1	8	9
GT-430 to MT-0	0	5	5
GT-438 to MT-0	0	5	5
GT-426 to MT-0	0	9	9
GT-432 to MT-0	0	3	3
GT-398 to MT-0	2	5	7
GT-439 to MT-0	0	4	4
GT-443 to MT-0	0	6	6
GT-431 to MT-0	1	4	5
GT-445 to MT-0	0	9	9
GT-449 to MT-0	0	9	9
GT-446 to MT-0	0	6	6
GT-450 to MT-0	1	8	9
GT-390 to MT-0	5	12	17
GT-402 to MT-0	5	2	7
GT-382 to MT-0	5	5	10
GT-451 to MT-0	0	5	5
GT-442 to MT-0	3	7	10
GT-459 to MT-0	0	5	5
GT-436 to MT-0	4	9	13
GT-441 to MT-0	1	5	6
GT-418 to MT-0	5	6	11
GT-448 to MT-0	0	7	7
GT-455 to MT-0	0	6	6
GT-466 to MT-0	0	5	5
GT-470 to MT-0	0	6	6
GT-447 to MT-0	5	11	16
GT-460 to MT-0	0	4	4
GT-472 to MT-0	0	9	9
GT-453 to MT-0	2	9	11
GT-464 to MT-0	4	11	15
GT-452 to MT-0	3	5	8
GT-469 to MT-0	1	8	9
GT-476 to MT-0	1	9	10
GT-412 to MT-0	4	20	24
GT-467 to MT-0	1	9	10
GT-475 to MT-0	0	10	10
GT-480 to MT-0	0	9	9
GT-440 to MT-0	5	10	15
GT-456 to MT-0	3	11	14
GT-477 to MT-0	0	4	4
GT-463 to MT-0	0	7	7
GT-465 to MT-0	1	7	8
GT-462 to MT-0	3	8	11
GT-454 to MT-0	2	3	5
GT-376 to MT-0	0	5	5
GT-444 to MT-0	2	3	5
GT-468 to MT-0	3	12	15
GT-457 to MT-0	2	8	10
GT-479 to MT-0	0	8	8
GT-481 to MT-0	0	6	6
GT-458 to MT-0	2	8	10
GT-474 to MT-0	3	10	13
GT-478 to MT-0	2	6	8
GT-461 to MT-0	4	7	11
GT-473 to MT-0	3	11	14
GT-411 to MT-0	4	4	8
GT-483 to MT-0	4	10	14
GT-437 to MT-0	3	7	10
GT-471 to MT-0	2	3	5
GT-492 to MT-0	1	7	8
GT-482 to MT-0	3	15	18
GT-487 to MT-0	3	3	6
GT-491 to MT-0	2	11	13
GT-486 to MT-0	2	3	5
GT-485 to MT-0	2	10	12
GT-489 to MT-0	2	5	7
GT-484 to MT-0	2	16	18
GT-490 to MT-0	2	3	5
GT-496 to MT-0	1	12	13
GT-494 to MT-0	3	6	9
GT-508 to MT-0	0	7	7
GT-507 to MT-0	0	5	5
GT-511 to MT-0	0	6	6
GT-488 to MT-0	3	9	12
GT-493 to MT-0	6	10	16
GT-499 to MT-0	3	6	9
GT-498 to MT-0	1	5	6
GT-503 to MT-0	0	9	9
GT-495 to MT-0	2	3	5
GT-509 to MT-0	0	6	6
GT-434 to MT-0	10	28	38
GT-497 to MT-0	2	8	10
GT-501 to MT-0	3	12	15
GT-358 to MT-0	18	14	32
GT-518 to MT-0	0	3	3
GT-506 to MT-0	1	5	6
GT-502 to MT-0	2	5	7
GT-514 to MT-0	1	4	5
GT-510 to MT-0	2	10	12
GT-504 to MT-0	3	2	5
GT-515 to MT-0	0	4	4
GT-519 to MT-0	3	6	9
GT-500 to MT-0	3	8	11
GT-517 to MT-0	1	6	7
GT-521 to MT-0	2	7	9
GT-505 to MT-0	4	5	9
GT-522 to MT-0	4	6	10
GT-533 to MT-0	0	8	8
GT-525 to MT-0	0	4	4
GT-527 to MT-0	1	10	11
GT-516 to MT-0	6	9	15
GT-512 to MT-0	3	6	9
GT-520 to MT-0	4	7	11
GT-541 to MT-0	0	9	9
GT-531 to MT-0	2	9	11
GT-532 to MT-0	0	5	5
GT-523 to MT-0	2	4	6
GT-547 to MT-0	0	8	8
GT-553 to MT-0	0	9	9
GT-535 to MT-0	1	8	9
GT-534 to MT-0	1	3	4
GT-548 to MT-0	1	7	8
GT-556 to MT-0	0	8	8
GT-545 to MT-0	2	9	11
GT-549 to MT-0	1	10	11
GT-530 to MT-0	5	13	18
GT-542 to MT-0	2	5	7
GT-538 to MT-0	2	5	7
GT-537 to MT-0	0	4	4
GT-539 to MT-0	4	11	15
GT-529 to MT-0	3	10	13
GT-563 to MT-0	0	8	8
GT-536 to MT-0	3	8	11
GT-566 to MT-0	0	7	7
GT-554 to MT-0	1	6	7
GT-544 to MT-0	4	12	16
GT-528 to MT-0	2	5	7
GT-546 to MT-0	4	2	6
GT-552 to MT-0	2	10	12
GT-513 to MT-0	17	11	28
GT-560 to MT-0	1	8	9
GT-573 to MT-0	0	7	7
GT-540 to MT-0	5	9	14
GT-564 to MT-0	0	4	4
GT-555 to MT-0	5	6	11
GT-579 to MT-0	0	9	9
GT-559 to MT-0	0	4	4
GT-584 to MT-0	1	7	8
GT-582 to MT-0	0	10	10
GT-561 to MT-0	2	7	9
GT-557 to MT-0	2	6	8
GT-565 to MT-0	2	4	6
GT-583 to MT-0	0	9	9
GT-567 to MT-0	4	17	21
GT-558 to MT-0	4	9	13
GT-562 to MT-0	4	3	7
GT-526 to MT-0	4	8	12
GT-580 to MT-0	0	7	7
GT-575 to MT-0	1	11	12
GT-569 to MT-0	1	6	7
GT-551 to MT-0	3	6	9
GT-590 to MT-0	0	7	7
GT-594 to MT-0	0	9	9
GT-571 to MT-0	3	7	10
GT-598 to MT-0	0	8	8
GT-550 to MT-0	3	2	5
GT-570 to MT-0	4	8	12
GT-572 to MT-0	2	9	11
GT-585 to MT-0	1	6	7
GT-543 to MT-0	3	9	12
GT-588 to MT-0	0	5	5
GT-586 to MT-0	3	8	11
GT-581 to MT-0	4	12	16
GT-574 to MT-0	1	7	8
GT-578 to MT-0	3	5	8
GT-591 to MT-0	3	6	9
GT-592 to MT-0	3	8	11
GT-576 to MT-0	2	7	9
GT-596 to MT-0	3	5	8
GT-608 to MT-0	0	7	7
GT-593 to MT-0	3	12	15
GT-601 to MT-0	1	6	7
GT-602 to MT-0	1	14	15
GT-603 to MT-0	1	10	11
GT-587 to MT-0	6	8	14
GT-618 to MT-0	0	7	7
GT-600 to MT-0	0	5	5
GT-595 to MT-0	7	10	17
GT-619 to MT-0	1	3	4
GT-597 to MT-0	1	6	7
GT-599 to MT-0	2	9	11
GT-568 to MT-0	11	12	23
GT-620 to MT-0	0	8	8
GT-625 to MT-0	0	8	8
GT-624 to MT-0	0	4	4
GT-623 to MT-0	0	2	2
GT-626 to MT-0	0	10	10
GT-630 to MT-0	0	8	8
GT-606 to MT-0	2	6	8
GT-632 to MT-0	1	10	11
GT-614 to MT-0	4	12	16
GT-631 to MT-0	0	10	10
GT-604 to MT-0	3	2	5
GT-633 to MT-0	0	4	4
GT-611 to MT-0	3	5	8
GT-635 to MT-0	0	3	3
GT-616 to MT-0	2	9	11
GT-605 to MT-0	1	3	4
GT-607 to MT-0	1	2	3
GT-615 to MT-0	4	12	16
GT-622 to MT-0	1	9	10
GT-637 to MT-0	0	5	5
GT-639 to MT-0	0	3	3
GT-613 to MT-0	2	5	7
GT-640 to MT-0	0	2	2
GT-612 to MT-0	2	0	2
GT-641 to MT-0	0	9	9
GT-636 to MT-0	0	6	6
GT-643 to MT-0	1	5	6
GT-642 to MT-0	0	9	9
GT-647 to MT-0	1	6	7
GT-651 to MT-0	0	9	9
GT-634 to MT-0	0	6	6
GT-644 to MT-0	0	8	8
GT-646 to MT-0	0	8	8
GT-652 to MT-0	1	3	4
GT-653 to MT-0	0	10	10
GT-648 to MT-0	0	11	11
GT-650 to MT-0	0	8	8
GT-577 to MT-0	3	4	7
GT-659 to MT-0	0	7	7
GT-617 to MT-0	3	8	11
GT-657 to MT-0	0	7	7
GT-656 to MT-0	1	10	11
GT-661 to MT-0	0	4	4
GT-662 to MT-0	1	5	6
GT-654 to MT-0	0	11	11
GT-663 to MT-0	0	9	9
GT-666 to MT-0	0	11	11
GT-658 to MT-0	0	2	2
GT-609 to MT-0	2	9	11
GT-665 to MT-0	0	5	5
GT-668 to MT-0	0	8	8
GT-669 to MT-0	0	7	7
GT-671 to MT-0	0	10	10
GT-664 to MT-0	0	8	8
GT-674 to MT-0	0	10	10
GT-672 to MT-0	0	5	5
GT-673 to MT-0	0	2	2
GT-621 to MT-0	4	10	14
GT-667 to MT-0	0	8	8
GT-638 to MT-0	2	9	11
GT-678 to MT-0	0	3	3
GT-675 to MT-0	0	8	8
GT-676 to MT-0	0	10	10
GT-655 to MT-0	1	9	10
GT-629 to MT-0	4	2	6
GT-524 to MT-0	12	17	29
GT-687 to MT-0	1	3	4
GT-628 to MT-0	2	11	13
GT-670 to MT-0	0	10	10
GT-690 to MT-0	0	4	4
GT-660 to MT-0	0	7	7
GT-645 to MT-0	2	4	6
GT-649 to MT-0	2	3	5
GT-701 to MT-0	0	5	5
GT-686 to MT-0	2	11	13
GT-685 to MT-0	2	15	17
GT-627 to MT-0	4	10	14
GT-684 to MT-0	2	10	12
GT-692 to MT-0	1	5	6
GT-682 to MT-0	1	9	10
GT-693 to MT-0	2	12	14
GT-694 to MT-0	2	8	10
GT-691 to MT-0	1	5	6
GT-681 to MT-0	1	4	5
GT-677 to MT-0	4	12	16
GT-710 to MT-0	0	4	4
GT-679 to MT-0	5	14	19
GT-688 to MT-0	4	8	12
GT-713 to MT-0	0	4	4
GT-703 to MT-0	1	11	12
GT-697 to MT-0	2	6	8
GT-696 to MT-0	1	11	12
GT-699 to MT-0	2	3	5
GT-683 to MT-0	3	3	6
GT-689 to MT-0	5	9	14
GT-695 to MT-0	3	2	5
GT-704 to MT-0	0	6	6
GT-720 to MT-0	0	6	6
GT-724 to MT-0	0	3	3
GT-680 to MT-0	2	9	11
GT-706 to MT-0	1	4	5
GT-722 to MT-0	0	6	6
GT-726 to MT-0	0	3	3
GT-705 to MT-0	2	4	6
GT-728 to MT-0	0	5	5
GT-698 to MT-0	3	3	6
GT-730 to MT-0	0	4	4
GT-732 to MT-0	0	5	5
GT-714 to MT-0	1	7	8
GT-708 to MT-0	3	9	12
GT-733 to MT-0	0	9	9
GT-610 to MT-0	10	7	17
GT-702 to MT-0	4	15	19
GT-731 to MT-0	0	4	4
GT-737 to MT-0	1	10	11
GT-716 to MT-0	2	10	12
GT-721 to MT-0	1	8	9
GT-700 to MT-0	5	7	12
GT-723 to MT-0	1	6	7
GT-741 to MT-0	0	10	10
GT-711 to MT-0	5	10	15
GT-725 to MT-0	6	11	17
GT-744 to MT-0	0	5	5
GT-715 to MT-0	1	1	2
GT-712 to MT-0	3	1	4
GT-709 to MT-0	3	8	11
GT-719 to MT-0	9	15	24
GT-718 to MT-0	7	5	12
GT-717 to MT-0	3	1	4
GT-752 to MT-0	0	7	7
GT-755 to MT-0	0	7	7
GT-757 to MT-0	1	9	10
GT-736 to MT-0	2	10	12
GT-727 to MT-0	2	4	6
GT-740 to MT-0	1	9	10
GT-738 to MT-0	2	7	9
GT-761 to MT-0	0	8	8
GT-735 to MT-0	3	8	11
GT-762 to MT-0	0	10	10
GT-764 to MT-0	1	5	6
GT-748 to MT-0	0	7	7
GT-739 to MT-0	3	8	11
GT-766 to MT-0	2	12	14
GT-767 to MT-0	0	3	3
GT-768 to MT-0	0	5	5
GT-747 to MT-0	1	7	8
GT-751 to MT-0	0	5	5
GT-753 to MT-0	2	9	11
GT-754 to MT-0	0	2	2
GT-746 to MT-0	2	8	10
GT-707 to MT-0	9	20	29
GT-765 to MT-0	0	10	10
GT-749 to MT-0	3	9	12
GT-742 to MT-0	2	0	2
GT-756 to MT-0	1	9	10
GT-763 to MT-0	0	7	7
GT-783 to MT-0	1	8	9
GT-760 to MT-0	2	8	10
GT-734 to MT-0	6	19	25
GT-743 to MT-0	7	16	23
GT-758 to MT-0	2	1	3
GT-769 to MT-0	6	12	18
GT-770 to MT-0	1	6	7
GT-777 to MT-0	0	6	6
GT-750 to MT-0	3	10	13
GT-771 to MT-0	0	4	4
GT-745 to MT-0	3	5	8
GT-773 to MT-0	3	11	14
GT-772 to MT-0	3	10	13
GT-776 to MT-0	3	10	13
GT-779 to MT-0	0	4	4
GT-774 to MT-0	0	4	4
GT-729 to MT-0	4	6	10
GT-782 to MT-0	2	6	8
GT-780 to MT-0	5	19	24
GT-784 to MT-0	7	16	23
GT-789 to MT-0	2	8	10
GT-793 to MT-0	1	10	11
GT-787 to MT-0	0	2	2
GT-786 to MT-0	2	10	12
GT-790 to MT-0	1	4	5
GT-788 to MT-0	2	4	6
GT-775 to MT-0	6	10	16
GT-792 to MT-0	1	5	6
GT-803 to MT-0	1	8	9
GT-800 to MT-0	1	5	6
GT-795 to MT-0	2	2	4
GT-805 to MT-0	2	8	10
GT-791 to MT-0	3	5	8
GT-794 to MT-0	1	1	2
GT-785 to MT-0	2	1	3
GT-796 to MT-0	2	1	3
GT-797 to MT-0	2	6	8
GT-809 to MT-0	4	15	19
GT-799 to MT-0	1	1	2
GT-813 to MT-0	0	7	7
GT-804 to MT-0	3	3	6
GT-801 to MT-0	3	7	10
GT-759 to MT-0	10	30	40
GT-802 to MT-0	3	5	8
GT-808 to MT-0	4	9	13
GT-806 to MT-0	2	4	6
GT-816 to MT-0	0	6	6
GT-798 to MT-0	4	5	9
GT-807 to MT-0	3	8	11
GT-814 to MT-0	1	9	10
GT-818 to MT-0	1	11	12
GT-812 to MT-0	1	5	6
GT-810 to MT-0	2	7	9
GT-817 to MT-0	3	13	16
GT-822 to MT-0	1	9	10
GT-811 to MT-0	3	7	10
GT-820 to MT-0	3	8	11
GT-824 to MT-0	1	9	10
GT-819 to MT-0	1	5	6
GT-827 to MT-0	0	6	6
GT-815 to MT-0	2	3	5
GT-832 to MT-0	2	11	13
GT-826 to MT-0	1	13	14
GT-825 to MT-0	1	6	7
GT-828 to MT-0	2	7	9
GT-823 to MT-0	1	16	17
GT-781 to MT-0	4	2	6
GT-829 to MT-0	1	6	7
GT-839 to MT-0	1	7	8
GT-833 to MT-0	1	12	13
GT-830 to MT-0	2	4	6
GT-778 to MT-0	1	5	6
GT-837 to MT-0	2	11	13
GT-836 to MT-0	2	4	6
GT-843 to MT-0	2	9	11
GT-834 to MT-0	7	8	15
GT-857 to MT-0	0	8	8
GT-831 to MT-0	3	9	12
GT-835 to MT-0	4	11	15
GT-841 to MT-0	3	5	8
GT-838 to MT-0	2	4	6
GT-848 to MT-0	2	10	12
GT-842 to MT-0	1	3	4
GT-844 to MT-0	4	7	11
GT-852 to MT-0	1	9	10
GT-845 to MT-0	4	5	9
GT-846 to MT-0	3	10	13
GT-863 to MT-0	1	9	10
GT-854 to MT-0	0	7	7
GT-853 to MT-0	1	9	10
GT-847 to MT-0	2	9	11
GT-851 to MT-0	3	8	11
GT-864 to MT-0	1	11	12
GT-849 to MT-0	1	4	5
GT-879 to MT-0	0	8	8
GT-870 to MT-0	0	8	8
GT-866 to MT-0	0	7	7
GT-856 to MT-0	2	8	10
GT-821 to MT-0	11	15	26
GT-865 to MT-0	0	8	8
GT-882 to MT-0	0	8	8
GT-858 to MT-0	2	5	7
GT-311 to MT-0	60	22	82
GT-860 to MT-0	4	6	10
GT-872 to MT-0	2	5	7
GT-871 to MT-0	3	9	12
GT-862 to MT-0	3	7	10
GT-868 to MT-0	1	4	5
GT-850 to MT-0	4	13	17
GT-873 to MT-0	3	6	9
GT-878 to MT-0	2	11	13
GT-881 to MT-0	1	13	14
GT-869 to MT-0	3	7	10
GT-861 to MT-0	3	3	6
GT-890 to MT-0	1	9	10
GT-886 to MT-0	0	6	6
GT-874 to MT-0	4	10	14
GT-884 to MT-0	3	11	14
GT-880 to MT-0	2	7	9
GT-875 to MT-0	3	6	9
GT-877 to MT-0	5	11	16
GT-883 to MT-0	2	2	4
GT-876 to MT-0	3	11	14
GT-859 to MT-0	4	11	15
GT-855 to MT-0	2	9	11
GT-885 to MT-0	3	9	12
GT-840 to MT-0	7	12	19
GT-892 to MT-0	0	8	8
GT-895 to MT-0	0	6	6
GT-893 to MT-0	2	9	11
GT-889 to MT-0	1	3	4
GT-904 to MT-0	0	8	8
GT-891 to MT-0	3	7	10
GT-894 to MT-0	3	13	16
GT-887 to MT-0	2	8	10
GT-897 to MT-0	3	12	15
GT-900 to MT-0	1	9	10
GT-867 to MT-0	5	20	25
GT-903 to MT-0	1	10	11
GT-898 to MT-0	3	10	13
GT-901 to MT-0	1	4	5
GT-888 to MT-0	13	16	29
GT-896 to MT-0	0	5	5
GT-907 to MT-0	1	7	8
GT-908 to MT-0	1	4	5
GT-922 to MT-0	1	10	11
GT-589 to MT-0	35	69	104
GT-905 to MT-0	4	9	13
GT-914 to MT-0	0	8	8
GT-911 to MT-0	0	5	5
GT-910 to MT-0	2	4	6
GT-915 to MT-0	0	4	4
GT-902 to MT-0	1	9	10
GT-919 to MT-0	0	7	7
GT-923 to MT-0	1	7	8
GT-912 to MT-0	1	9	10
GT-906 to MT-0	4	5	9
GT-918 to MT-0	4	9	13
GT-931 to MT-0	2	7	9
GT-932 to MT-0	4	5	9
GT-924 to MT-0	1	6	7
GT-942 to MT-0	1	5	6
GT-921 to MT-0	2	7	9
GT-933 to MT-0	0	8	8
GT-928 to MT-0	1	5	6
GT-909 to MT-0	4	9	13
GT-926 to MT-0	4	9	13
GT-927 to MT-0	1	7	8
GT-929 to MT-0	1	5	6
GT-925 to MT-0	2	8	10
GT-913 to MT-0	2	6	8
GT-899 to MT-0	13	12	25
GT-930 to MT-0	3	11	14
GT-916 to MT-0	2	6	8
GT-934 to MT-0	5	16	21
GT-920 to MT-0	2	5	7
GT-946 to MT-0	0	7	7
GT-941 to MT-0	0	5	5
GT-917 to MT-0	3	3	6
GT-937 to MT-0	1	4	5
GT-939 to MT-0	1	5	6
GT-940 to MT-0	4	5	9
GT-938 to MT-0	1	8	9
GT-935 to MT-0	2	9	11
GT-943 to MT-0	5	12	17
GT-955 to MT-0	0	7	7
GT-967 to MT-0	0	8	8
GT-947 to MT-0	4	15	19
GT-945 to MT-0	3	14	17
GT-958 to MT-0	0	11	11
GT-960 to MT-0	0	8	8
GT-950 to MT-0	1	6	7
GT-953 to MT-0	1	9	10
GT-965 to MT-0	0	7	7
GT-957 to MT-0	0	5	5
GT-975 to MT-0	0	9	9
GT-974 to MT-0	0	7	7
GT-973 to MT-0	0	5	5
GT-951 to MT-0	2	3	5
GT-961 to MT-0	0	3	3
GT-969 to MT-0	0	10	10
GT-977 to MT-0	0	4	4
GT-964 to MT-0	1	10	11
GT-979 to MT-0	0	9	9
GT-952 to MT-0	2	4	6
GT-972 to MT-0	0	3	3
GT-949 to MT-0	4	15	19
GT-980 to MT-0	0	9	9
GT-948 to MT-0	3	10	13
GT-985 to MT-0	0	3	3
GT-986 to MT-0	0	9	9
GT-987 to MT-0	0	3	3
GT-989 to MT-0	0	7	7
GT-990 to MT-0	0	5	5
GT-954 to MT-0	4	4	8
GT-994 to MT-0	0	8	8
GT-966 to MT-0	2	9	11
GT-970 to MT-0	2	8	10
GT-996 to MT-0	0	8	8
GT-992 to MT-0	0	4	4
GT-999 to MT-0	0	5	5
GT-956 to MT-0	1	5	6
GT-1002 to MT-0	0	5	5
GT-984 to MT-0	0	9	9
GT-968 to MT-0	3	15	18
GT-1000 to MT-0	0	3	3
GT-1003 to MT-0	0	9	9
GT-1006 to MT-0	0	2	2
GT-976 to MT-0	2	14	16
GT-1004 to MT-0	0	8	8
GT-1005 to MT-0	0	11	11
GT-1009 to MT-0	0	10	10
GT-1008 to MT-0	0	8	8
GT-1012 to MT-0	0	7	7
GT-1015 to MT-0	0	5	5
GT-962 to MT-0	2	6	8
GT-1014 to MT-0	0	11	11
GT-1017 to MT-0	0	5	5
GT-1013 to MT-0	0	5	5
GT-1010 to MT-0	0	10	10
GT-1019 to MT-0	0	5	5
GT-1021 to MT-0	0	6	6
GT-1020 to MT-0	0	10	10
GT-982 to MT-0	2	8	10
GT-978 to MT-0	2	4	6
GT-1023 to MT-0	0	3	3
GT-971 to MT-0	4	5	9
GT-1024 to MT-0	0	8	8
GT-936 to MT-0	15	15	30
GT-981 to MT-0	3	4	7
GT-1007 to MT-0	1	7	8
GT-998 to MT-0	0	3	3
GT-988 to MT-0	1	9	10
GT-983 to MT-0	9	12	21
GT-991 to MT-0	3	14	17
GT-959 to MT-0	1	2	3
GT-1011 to MT-0	1	6	7
GT-1018 to MT-0	0	5	5
GT-1022 to MT-0	1	8	9
GT-963 to MT-0	10	9	19
GT-1026 to MT-0	0	3	3
GT-1039 to MT-0	0	6	6
GT-1016 to MT-0	2	3	5
GT-995 to MT-0	4	10	14
GT-944 to MT-0	2	17	19
GT-1029 to MT-0	0	4	4
GT-1048 to MT-0	0	3	3
GT-1025 to MT-0	2	12	14
GT-993 to MT-0	4	7	11
GT-1036 to MT-0	2	8	10
GT-1001 to MT-0	2	3	5
GT-1045 to MT-0	0	8	8
GT-1034 to MT-0	0	3	3
GT-1031 to MT-0	2	7	9
GT-1027 to MT-0	2	5	7
GT-1038 to MT-0	2	7	9
GT-1056 to MT-0	0	3	3
GT-1030 to MT-0	0	4	4
GT-1037 to MT-0	3	11	14
GT-1032 to MT-0	1	0	1
GT-1041 to MT-0	3	7	10
GT-1035 to MT-0	2	13	15
GT-1043 to MT-0	2	8	10
GT-1042 to MT-0	3	3	6
GT-1047 to MT-0	1	9	10
GT-1046 to MT-0	2	11	13
GT-1033 to MT-0	3	6	9
GT-1028 to MT-0	2	7	9
GT-1072 to MT-0	0	3	3
GT-1049 to MT-0	2	6	8
